44.0000,15.9500,2.2727,0.0084,0.0003,22.0000,10.0000,5.0000,11.3636,6.0000,13.6363,0.2570,28.0000,6988.0000,1466.0000,3.0000,39690.0000,670.0000,132300.0000,0.8800,0.0073,45.1900,0.0000
348.0000,7.3000,0.2873,0.0022,0.0000,194.0000,20.0000,22.0000,6.3210,159.0000,45.6800,0.2020,234.0000,2906.0000,11600.0000,3.0000,121460.0000,3510.0000,809733.0000,0.9300,0.0660,49.7000,0.0000
181.0000,12.8300,0.5500,0.0033,0.0000,105.0000,19.0000,25.0000,13.8122,39.0000,21.5400,0.3200,247.0000,7152.0000,6033.0000,3.0000,164200.0000,1621.0000,103993.0000,0.8600,0.0392,47.3100,0.0000
32.0000,23.1300,3.1250,0.2040,0.0000,19.0000,1.0000,5.0000,15.6250,0.0000,0.0000,0.4000,59.0000,3071.0000,1066.0000,3.0000,317300.0000,3200.0000,105766.0000,0.8400,0.0167,46.3100,0.0000
49.0000,22.0000,429.0000,0.1300,0.0000,29.0000,1.0000,9.0000,18.3900,0.0000,0.0000,0.3290,220.0000,22268.0000,2450.0000,3.0000,8558.0000,49.0000,470.0000,0.8160,0.0420,33.9700,0.0000
66.0000,14.0800,1.4400,0.0122,0.0000,37.0000,15.0000,6.0000,8.6900,22.0000,33.3300,0.2300,66.0000,436.0000,23.0000,4.0000,509.0000,6.5300,2548.0000,0.9000,0.0270,32.8600,0.0000
249.0000,9.2800,0.4000,0.0027,0.0000,131.0000,14.0000,13.0000,5.2200,98.0000,39.3500,0.1540,251.0000,124.0000,83.0000,3.0000,1852.0000,28.0000,8646.0000,0.9400,0.0413,48.3700,0.0000
178.0000,10.1030,0.5494,461.0000,0.0002,51.0000,14.0000,14.0000,2.7400,59.0000,32.9200,0.2260,6.0000,212.0000,91.0000,3.0000,242.7100,21.0000,1699.0000,0.9100,0.0052,47.3700,0.0000
31.0000,9.8000,3.2200,0.1827,0.0002,14.0000,8.0000,14.0000,6.4500,4.0000,12.9000,0.2530,30.0000,206.0000,7.7500,4.0000,320.0000,5.1250,641.0000,0.5400,0.0099,35.0100,0.0000
1613.0000,8.1000,0.0710,0.0005,0.0000,869.0000,25.0000,53.0000,13.8100,498.0000,0.3500,0.1370,238.0000,410.0000,463.0000,3.0000,2590.0000,96.0000,21591.0000,0.9600,0.0415,49.0200,0.0000
62.0000,8.1000,1.5800,0.0127,0.0000,34.0000,12.0000,7.0000,11.1100,21.0000,34.9200,0.2480,507.0000,22.0000,21.0000,3.0000,540.0000,7.4000,2161.0000,0.8888,0.0840,27.6400,0.0000
739.0000,5.3000,0.1320,0.0012,0.0000,389.0000,29.0000,16.0000,2.1200,239.0000,32.6200,0.1025,212.0000,101.0000,377.0000,3.0000,1358.0000,36.0000,656.0000,0.9700,0.0640,48.9500,0.0000
779.0000,0.0450,0.1200,0.0010,0.0000,430.0000,22.0000,38.0000,4.5800,185.0000,23.7900,0.1823,371.0000,250.0000,276.0000,3.0000,4291.0000,49.4500,34335.0000,0.9500,0.0350,49.8000,0.0000
20.0000,19.0000,0.3700,0.2550,0.0007,13.0000,10.0000,10.0000,66.0000,7.0000,66.0000,0.5631,8.0000,0.0000,7.0000,3.0000,17.8000,3.4000,44.0000,0.5000,0.0110,33.3300,0.0000
82.0000,0.1040,0.0800,0.0044,0.0000,60.0000,17.0000,31.0000,26.0000,35.0000,0.4200,0.6400,0.0000,0.0000,59.5000,2.0000,57.0000,6.8000,600.0000,0.6200,0.0000,27.6300,0.0000
