67.0000,18.0000,26.0000,0.3700,20.5100,0.6000,0.0095,34.0000,0.0220,0.0000
148.0000,4.0000,2.7000,0.9700,15.9000,0.2800,0.0053,46.0000,0.0072,1.0000
56.0000,2.0000,3.0000,0.9600,18.4700,0.7000,20.8000,10.0000,0.1700,1.0000
10.0000,7.0000,70.0000,0.3000,22.1300,6.4000,0.0312,2.0000,0.0014,1.0000
28.0000,6.0000,21.0000,0.7800,16.8700,1.2000,0.0219,11.0000,0.5656,1.0000
44.0000,5.0000,11.3636,0.8800,15.9500,2.2727,0.0084,28.0000,0.0073,1.0000
348.0000,22.0000,6.3210,0.9300,7.3000,0.2873,0.0022,234.0000,0.0660,1.0000
181.0000,25.0000,13.8122,0.8600,12.8300,0.5500,0.0033,247.0000,0.0392,1.0000
32.0000,5.0000,15.6250,0.8400,23.1300,3.1250,0.2040,59.0000,0.0167,1.0000
49.0000,9.0000,18.3900,0.8160,22.0000,429.0000,0.1300,220.0000,0.0420,1.0000
66.0000,6.0000,8.6900,0.9000,14.0800,1.4400,0.0122,66.0000,0.0270,1.0000
249.0000,13.0000,5.2200,0.9400,9.2800,0.4000,0.0027,251.0000,0.0413,0.0000
