52.0000,6.0000,11.5000,0.8800,18.9000,0.8000,0.0111,31.0000,0.0120,0.0000
290.0000,3.0000,1.0000,0.9800,8.6000,0.0900,0.0025,248.0000,0.0322,0.0000
124.0000,4.0000,3.0000,0.9600,12.0000,0.1800,0.0056,42.0000,0.0419,0.0000
45.0000,2.0000,4.4000,0.9500,15.0000,0.3900,0.0144,189.0000,0.0450,1.0000
396.0000,3.0000,0.7500,0.9900,10.9000,0.1000,0.0022,98.0000,0.0139,1.0000
13.0000,2.0000,15.0000,0.8400,23.2000,11.1400,0.3720,8.0000,0.0070,0.0000
32.0000,1.0000,3.0000,0.9600,9.3700,3.3000,0.2844,88.0000,0.0117,1.0000
102.0000,1.0000,0.9800,0.9900,9.0400,0.0600,0.0047,274.0000,0.0380,0.0000
57.0000,4.0000,7.0000,0.9120,13.7000,1.8000,0.0117,38.0000,0.0062,1.0000
293.0000,4.0000,1.0000,0.9800,4.7000,0.0600,0.0029,15.0000,0.0039,0.0000
29.0000,2.0000,6.0000,0.9300,18.9000,5.6000,0.0262,0.0000,0.0000,1.0000
67.0000,18.0000,26.0000,0.3700,20.5100,0.6000,0.0095,34.0000,0.0220,1.0000
148.0000,4.0000,2.7000,0.9700,15.9000,0.2800,0.0053,46.0000,0.0072,1.0000
44.0000,5.0000,11.3636,0.8800,15.9500,2.2727,0.0084,28.0000,0.0073,0.0000
348.0000,22.0000,6.3210,0.9300,7.3000,0.2873,0.0022,234.0000,0.0660,0.0000
181.0000,25.0000,13.8122,0.8600,12.8300,0.5500,0.0033,247.0000,0.0392,0.0000
32.0000,5.0000,15.6250,0.8400,23.1300,3.1250,0.2040,59.0000,0.0167,1.0000
49.0000,9.0000,18.3900,0.8160,22.0000,429.0000,0.1300,220.0000,0.0420,1.0000
