DAY,AMOUNT
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,150
368,106
369,0
370,0
371,33
372,16
373,31
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,514
409,0
410,1092
411,0
412,0
413,0
414,0
415,0
416,0
417,167
418,0
419,0
420,0
421,0
422,0
423,6
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,558
454,167
455,0
456,142
457,122
458,0
459,0
460,0
461,0
462,8
463,298
464,0
465,19
466,0
467,0
468,4
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,17
483,2
484,0
485,0
486,0
487,0
488,1476
489,292
490,105
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,120
507,0
508,0
509,0
510,0
511,5
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,1153
522,0
523,0
524,0
525,0
526,0
527,0
528,694
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,6
557,8
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,241
599,0
600,0
601,0
602,0
603,0
604,0
605,272
606,0
607,621
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,131
619,179
620,0
621,0
622,0
623,11
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,383
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,332
666,0
667,317
668,0
669,0
670,0
671,0
672,1059
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,24
683,0
684,3
685,0
686,0
687,0
688,0
689,0
690,0
691,7
692,0
693,25
694,1533
695,0
696,0
697,0
698,0
699,0
700,7
701,178
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,17
713,11724
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,5
761,0
762,32742
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,337
774,166
775,0
776,0
777,1216
778,0
779,513
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,9
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,5
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,33
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,24
843,0
844,0
845,0
846,0
847,0
848,56
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,177
879,0
880,129
881,152
882,465
883,0
884,0
885,7
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,189
907,0
908,0
909,0
910,65
911,0
912,0
913,63
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,92
925,0
926,0
927,54
928,0
929,0
930,0
931,0
932,0
933,0
934,382
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,9
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,226
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,321
969,214
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,299
988,53
989,0
990,6
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,65
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,60
1044,0
1045,0
1046,0
1047,0
1048,0
1049,2
1050,0
1051,0
1052,0
1053,0
1054,17
1055,7
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,9
1070,0
1071,3033
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,231
1089,11
1090,0
1091,0
1092,0
1093,0
1094,16
1095,5
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,152
1111,59
1112,0
1113,2
1114,0
1115,3659
1116,0
1117,0
1118,6
1119,5
1120,25
1121,3
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,14
1140,0
1141,0
1142,0
1143,0
1144,941
1145,0
1146,39
1147,3
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,21
1159,120
1160,0
1161,0
1162,0
1163,0
1164,0
1165,119
1166,0
1167,9
1168,0
1169,0
1170,0
1171,0
1172,44
1173,21
1174,0
1175,71
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,262
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,3
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,68
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,20
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,51
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,4
1263,188
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,18
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,8
1288,0
1289,0
1290,0
1291,7
1292,0
1293,0
1294,0
1295,0
1296,18
1297,4
1298,0
1299,0
1300,2
1301,0
1302,0
1303,0
1304,0
1305,0
1306,313
1307,0
1308,6
1309,1097
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,4805
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,3
1340,0
1341,102
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,175
1354,13
1355,0
1356,0
1357,58
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,71
1370,0
1371,0
1372,0
1373,0
1374,0
1375,156
1376,341874
1377,29296
1378,2
1379,0
1380,0
1381,0
1382,0
1383,1370
1384,0
1385,0
1386,0
1387,0
1388,0
1389,419
1390,0
1391,16
1392,16
1393,1039
1394,31
1395,0
1396,34
1397,0
1398,0
1399,0
1400,212
1401,83
1402,208
1403,0
1404,0
1405,118
1406,162
1407,318
1408,3
1409,49
1410,171
1411,66
1412,4
1413,0
1414,0
1415,0
1416,0
1417,7490
1418,561
1419,559
1420,689
1421,14
1422,0
1423,0
1424,0
1425,0
1426,0
1427,56
1428,0
1429,0
1430,0
1431,71
1432,0
1433,0
1434,0
1435,0
1436,3
1437,4
1438,0
1439,0
1440,11968
1441,0
1442,46
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,2
1450,0
1451,0
1452,0
1453,6
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,2
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,1455
1493,64
1494,6
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,16812
1521,0
1522,6
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,486
1531,0
1532,0
1533,0
1534,0
1535,0
1536,173
1537,37
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,205
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,18
1578,0
1579,0
1580,0
1581,0
1582,30
1583,17
1584,64
1585,2
1586,0
1587,0
1588,551
1589,3
1590,0
1591,0
1592,2
1593,0
1594,0
1595,0
1596,0
1597,0
1598,911
1599,35
1600,6
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,331
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,13
1619,5
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,33
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,2
1643,0
1644,53
1645,80
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,146
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,65
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,21
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,22886
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,2092
1719,39
1720,359
1721,0
1722,0
1723,0
1724,0
1725,0
1726,81
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,8
1736,0
1737,0
1738,0
1739,84
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,70
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,525
1776,59
1777,0
1778,0
1779,0
1780,0
1781,30
1782,29
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,387
1797,0
1798,1391
1799,392
1800,0
1801,0
1802,0
1803,58
1804,1443
1805,435
1806,0
1807,0
1808,682
1809,424
1810,0
1811,0
1812,95
1813,71
1814,153
1815,19
1816,0
1817,384
1818,0
1819,2
1820,35
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,48
1831,0
1832,2
1833,11
1834,0
1835,0
1836,0
1837,67
1838,0
1839,0
1840,2
1841,0
1842,26
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,45
1850,343
1851,0
1852,0
1853,0
1854,0
1855,5917
1856,0
1857,8890
1858,0
1859,0
1860,4
1861,25
1862,0
1863,0
1864,56
1865,98
1866,0
1867,88
1868,0
1869,0
1870,0
1871,0
1872,2
1873,0
1874,0
1875,0
1876,0
1877,8
1878,0
1879,0
1880,485
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,436
1889,0
1890,0
1891,139
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,80
1901,0
1902,49
1903,99
1904,1780
1905,0
1906,18
1907,7471
1908,9
1909,0
1910,0
1911,24
1912,0
1913,0
1914,287
1915,180
1916,21
1917,6
1918,112
1919,0
1920,0
1921,69
1922,44
1923,966405
1924,754
1925,0
1926,0
1927,124
1928,739
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,77
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,54
1943,0
1944,45
1945,0
1946,203
1947,2
1948,933
1949,0
1950,0
1951,0
1952,43
1953,0
1954,0
1955,0
1956,16
1957,40
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,816
1965,355
1966,0
1967,0
1968,4
1969,0
1970,265
1971,661
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,503
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,37
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,537
1998,175
1999,0
2000,0
2001,0
2002,0
2003,11938
2004,278
2005,0
2006,0
2007,0
2008,0
2009,0
2010,4
2011,0
2012,444
2013,0
2014,767
2015,153
2016,229
2017,73
2018,566
2019,415
2020,8
2021,0
2022,1874
2023,0
2024,0
2025,681
2026,94
2027,10
2028,97
2029,0
2030,5
2031,0
2032,0
2033,35
2034,0
2035,138
2036,0
2037,0
2038,1032
2039,0
2040,34
2041,26
2042,38
2043,0
2044,0
2045,140
2046,61
2047,6
2048,0
2049,0
2050,683
2051,0
2052,370
2053,0
2054,0
2055,43
2056,0
2057,129
2058,0
2059,0
2060,0
2061,0
2062,599
2063,472
2064,0
2065,0
2066,261
2067,0
2068,0
2069,139
2070,0
2071,0
2072,0
2073,0
2074,0
2075,29
2076,0
2077,0
2078,290
2079,0
2080,0
2081,0
2082,25
2083,13
2084,0
2085,0
2086,0
2087,145
2088,0
2089,1392
2090,0
2091,0
2092,0
2093,349
2094,0
2095,8
2096,1098
2097,0
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,771783
2107,6098
2108,0
2109,0
2110,66
2111,0
2112,1314
2113,208
2114,11
2115,0
2116,192
2117,7944
2118,17
2119,102
2120,1511
2121,1270
2122,151
2123,123
2124,10
2125,3
2126,0
2127,2784
2128,0
2129,27
2130,0
2131,88
2132,0
2133,0
2134,0
2135,0
2136,142
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,8
2144,0
2145,0
2146,323667
2147,551
2148,0
2149,5559
2150,1004
2151,0
2152,0
2153,25
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,366105
2176,0
2177,0
2178,2915
2179,38
2180,15
2181,1968
2182,0
2183,462
2184,327
2185,14
2186,173
2187,0
2188,0
2189,4
2190,153
2191,374
2192,11
2193,306
2194,90
2195,5
2196,89
2197,3524
2198,68282
2199,13
2200,113
2201,18
2202,0
2203,89911
2204,16863
2205,9801
2206,599
2207,5062
2208,153
2209,9
2210,3837
2211,370
2212,86
2213,0
2214,1469
2215,1367
2216,0
2217,0
2218,0
2219,0
2220,0
2221,217
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,4
2229,2
2230,19
2231,0
2232,0
2233,1038
2234,131
2235,0
2236,0
2237,0
2238,10645
2239,5052
2240,2
2241,0
2242,103
2243,0
2244,65
2245,0
2246,0
2247,0
2248,0
2249,2372
2250,1603
2251,350
2252,105
2253,4886
2254,4705
2255,3329
2256,0
2257,6
2258,0
2259,71
2260,236
2261,22
2262,0
2263,0
2264,0
2265,126
2266,15350
2267,0
2268,911
2269,0
2270,2353
2271,856
2272,0
2273,2
2274,25
2275,284
2276,1880
2277,2
2278,47
2279,0
2280,2097
2281,0
2282,215
2283,0
2284,0
2285,177
2286,30
2287,40
2288,15
2289,0
2290,60
2291,106
2292,7
2293,0
2294,54
2295,3211
2296,199
2297,7
2298,0
2299,0
2300,0
2301,61
2302,0
2303,193
2304,5
2305,191
2306,147
2307,69
2308,34
2309,10
2310,0
2311,439
2312,0
2313,0
2314,0
2315,1018
2316,0
2317,324
2318,164
2319,420155
2320,1397
2321,0
2322,305
2323,0
2324,200
2325,0
2326,0
2327,0
2328,0
2329,168
2330,620
2331,253
2332,0
2333,147
2334,3
2335,0
2336,5
2337,0
2338,0
2339,0
2340,4238
2341,540
2342,0
2343,0
2344,0
2345,234
2346,0
2347,0
2348,0
2349,0
2350,278
2351,0
2352,727
2353,0
2354,2
2355,4695
2356,305
2357,46
2358,0
2359,592
2360,0
2361,4576
2362,0
2363,0
2364,438
2365,348
2366,66
2367,0
2368,0
2369,0
2370,111
2371,0
2372,0
2373,0
2374,50
2375,66
2376,0
2377,0
2378,108
2379,31
2380,36
2381,155
2382,885
2383,543
2384,874
2385,16
2386,280
2387,212
2388,862
2389,77
2390,52
2391,120
2392,46
2393,116
2394,450
2395,394
2396,66
2397,0
2398,0
2399,2
2400,1518
2401,0
2402,0
2403,238
2404,35
2405,0
2406,1201039
2407,626
2408,3
2409,4261
2410,23
2411,21
2412,44
2413,238
2414,12
2415,0
2416,65
2417,247426
2418,12
2419,61494
2420,2511
2421,41
2422,28537
2423,1385
2424,74
2425,0
2426,12828
2427,2725
2428,2331
2429,1312
2430,1047
2431,0
2432,0
2433,0
2434,250
2435,315
2436,154
2437,2582453
2438,38
2439,3274
2440,31
2441,2068
2442,10
2443,771
2444,729
2445,450
2446,0
2447,0
2448,18
2449,0
2450,26
2451,49
2452,11692
2453,0
2454,0
2455,337
2456,60
2457,152
2458,42
2459,77
2460,0
2461,2898
2462,710
2463,110
2464,100
2465,79
2466,275
2467,103
2468,97
2469,0
2470,430
2471,149
2472,26551
2473,8
2474,633
2475,94
2476,48
2477,137
2478,4017
2479,3622
2480,5232
2481,14
2482,0
2483,77
2484,4324
2485,1381
2486,7686
2487,173
2488,60
2489,128
2490,258
2491,0
2492,0
2493,0
2494,173
2495,0
2496,2
2497,184
2498,1613
2499,0
2500,0
2501,2
2502,72
2503,0
2504,0
2505,48
2506,16
2507,0
2508,21
2509,0
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,24
2518,0
2519,0
2520,0
2521,100
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0
2528,0
2529,0
2530,0
2531,223
2532,0
2533,0
2534,217
2535,0
2536,0
2537,47
2538,0
2539,134
2540,2
2541,90
2542,0
2543,0
2544,0
2545,128
2546,3710
2547,121
2548,0
2549,0
2550,4
2551,0
2552,2
2553,31
2554,7
2555,0
2556,43
2557,229
2558,0
2559,0
2560,0
2561,9
2562,4
2563,97
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,98
2572,136
2573,258
2574,40
2575,192
2576,0
2577,72
2578,0
2579,0
2580,0
2581,2
2582,0
2583,11
2584,0
2585,218
2586,0
2587,0
2588,361
2589,384
2590,0
2591,0
2592,13
2593,109
2594,0
2595,2
2596,0
2597,0
2598,55
2599,16
2600,0
2601,0
2602,236
2603,145
2604,2
2605,18
2606,1175
2607,0
2608,0
2609,278
2610,13
2611,212
2612,285
2613,78
2614,34
2615,210
2616,6
2617,0
2618,62
2619,0
2620,148
2621,1088
2622,0
2623,416
2624,0
2625,255
2626,2402
2627,1061
2628,14
2629,10
2630,2276
2631,7
2632,0
2633,0
2634,16
2635,0
2636,11
2637,0
2638,0
2639,25
2640,0
2641,0
2642,0
2643,0
2644,171
2645,13
2646,0
2647,0
2648,1591
2649,0
2650,53
2651,129
2652,0
2653,15191
2654,16
2655,3587
2656,13
2657,3
2658,0
2659,165
2660,0
2661,0
2662,2191
2663,16
2664,0
2665,3152
2666,4403
2667,9319
2668,112
2669,0
2670,0
2671,394
2672,3
2673,49
2674,5471
2675,266
2676,0
2677,1213
2678,487
2679,49
2680,0
2681,0
2682,3
2683,18
2684,0
2685,6
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,20
2693,24
2694,0
2695,0
2696,4
2697,0
2698,0
2699,0
2700,0
2701,0
2702,890
2703,0
2704,2
2705,0
2706,0
2707,0
2708,0
2709,42241
2710,1857
2711,2
2712,0
2713,520
2714,0
2715,29
2716,205
2717,17
2718,39
2719,22
2720,0
2721,150
2722,290
2723,147
2724,146
2725,1694
2726,0
2727,0
2728,506
2729,0
2730,171
2731,0
2732,978
2733,0
2734,0
2735,0
2736,30
2737,125
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0
2744,818
2745,2
2746,0
2747,382
2748,2363
2749,348
2750,51
2751,145
2752,479
2753,0
2754,0
2755,36069
2756,12135
2757,0
2758,0
2759,0
2760,50
2761,15712
2762,15280
2763,7
2764,0
2765,0
2766,16016
2767,16356
2768,276
2769,0
2770,16369
2771,15027
2772,0
2773,16397
2774,226
2775,0
2776,0
2777,0
2778,0
2779,0
2780,3
2781,5
2782,2
2783,152
2784,2
2785,12
2786,0
2787,23
2788,0
2789,0
2790,0
2791,0
2792,8
2793,122
2794,3
2795,0
2796,0
2797,0
2798,72
2799,105
2800,2
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,15
2809,44
2810,0
2811,0
2812,1591
2813,21
2814,0
2815,1185
2816,0
2817,326
2818,0
2819,3571
2820,1043
2821,12218
2822,59
2823,10926
2824,2
2825,0
2826,38
2827,0
2828,187
2829,43
2830,5
2831,0
2832,151
2833,213
2834,0
2835,0
2836,2
2837,584
2838,0
2839,307
2840,530
2841,49
2842,181
2843,202
2844,223
2845,0
2846,0
2847,223
2848,356
2849,87
2850,326
2851,45
2852,0
2853,0
2854,29
2855,34
2856,0
2857,230
2858,256
2859,52
2860,0
2861,0
2862,195
2863,934
2864,237
2865,1624
2866,0
2867,0
2868,382
2869,61
2870,333
2871,571
2872,308
2873,144
2874,0
2875,187
2876,46
2877,142
2878,79
2879,79
2880,0
2881,0
2882,475
2883,0
2884,93323
2885,591
2886,167174
2887,0
2888,0
2889,322
2890,297
2891,0
2892,0
2893,156
2894,47
2895,40
2896,13
2897,43
2898,0
2899,4
2900,0
2901,0
2902,0
2903,70
2904,0
2905,0
2906,70
2907,0
2908,0
2909,0
2910,0
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,2
2919,3010
2920,12
2921,1671
2922,0
2923,0
2924,0
2925,0
2926,1729
2927,6
2928,16
2929,3
2930,69
2931,8
2932,205
2933,2
2934,0
2935,322
2936,0
2937,0
2938,308
2939,112
2940,5
2941,0
2942,92060
2943,0
2944,0
2945,0
2946,0
2947,0
2948,8
2949,217
2950,6
2951,10
2952,15
2953,17
2954,0
2955,5
2956,8
2957,0
2958,0
2959,35
2960,13
2961,61
2962,65
2963,0
2964,0
