246.00,20.00,0.08,495994644.00,1.00
126.00,6.00,0.05,357098453.00,0.00
218.00,9.00,0.04,254833674.00,0.00
208.00,12.00,0.06,343670340.00,1.00
35.00,2.00,0.06,344498547.00,1.00
55.00,4.00,0.07,591843078.00,0.00
106.00,7.00,0.07,197640838.00,1.00
