246.00,20.00,0.08130081300813008,4.95994644,0.00
126.00,6.00,0.047619047619047616,3.57098453,1.00
218.00,9.00,0.04128440366972477,2.54833674,1.00
208.00,12.00,0.057692307692307696,3.4367034,0.00
35.00,2.00,0.05714285714285714,3.44498547,0.00
55.00,4.00,0.07272727272727272,5.91843078,0.00
8.00,1.00,0.125,2.97545593,0.00
